name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Gary Wilson,Ireland,"Feb 05, 1986 (36 years)","Dundonald, Northern Ireland",WK-Batsman,5 ft 10 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/739/gary-wilson,Scores/bat_739.csv,Scores/bow_739.csv,2,4,1,45,33,15.0,114,39.47,0,0,0,7,0,104,99,12,2072,113,23.82,2881,71.92,1,0,12,180,21,81,68,8,1268,65,21.13,1212,104.62,0,0,3,108,20,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,104,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lorcan Tucker,Ireland,"Sep 10, 1996 (26 years)",Ireland,WK-Batsman,--,--,--,69,--,--,--,https://www.cricbuzz.com/profiles/11131/lorcan-tucker,Scores/bat_11131.csv,Scores/bow_11131.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,29,24,1,460,83,20.0,645,71.32,0,0,2,30,8,49,45,5,875,84,21.88,713,122.72,0,0,5,80,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peter Chase,Ireland,"Oct 09, 1993 (29 years)","Dublin, Ireland",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10099/peter-chase,Scores/bat_10099.csv,Scores/bow_10099.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,24,16,6,35,14,3.5,56,62.5,0,0,0,3,1,12,5,4,7,4,7.0,13,53.85,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,24,1238,1356,34,3/33,3/33,6.57,39.88,36.41,0,0,12,12,251,416,15,4/35,4/35,9.94,27.73,16.73,0,0,-,-,-,-,-,-,-,-,-,-,-,-
George Dockrell,Ireland,"Jul 22, 1992 (30 years)",Dublin,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6329/george-dockrell,Scores/bat_6329.csv,Scores/bow_6329.csv,1,2,0,64,39,32.0,179,35.75,0,0,0,8,0,102,71,24,886,74,18.85,1167,75.92,0,0,3,72,15,111,67,27,795,58,19.88,615,129.27,0,0,1,58,27,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,240,121,2,2/63,2/121,3.02,60.5,120.0,0,0,102,92,4382,3488,93,4/24,4/24,4.78,37.51,47.12,0,0,111,82,1502,1780,81,4/20,4/20,7.11,21.98,18.54,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Tim Murtagh,Ireland,"Aug 02, 1981 (41 years)","Lambeth, London",Bowler,6 ft 2 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6661/tim-murtagh,Scores/bat_6661.csv,Scores/bow_6661.csv,3,6,2,109,54,27.25,132,82.58,0,0,1,14,2,58,36,12,188,23,7.83,297,63.3,0,0,0,17,1,14,5,3,26,12,13.0,25,104.0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,570,213,13,5/13,6/65,2.24,16.38,43.85,1,0,58,57,3020,2290,74,5/21,5/21,4.55,30.95,40.81,1,0,14,14,268,324,13,3/23,3/23,7.25,24.92,20.62,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mark Adair,Ireland,"Mar 27, 1996 (26 years)","Holywood, Northern Ireland",Bowler,--,--,--,--,--,--,65,https://www.cricbuzz.com/profiles/10449/mark-adair,Scores/bat_10449.csv,Scores/bow_10449.csv,1,2,0,11,8,5.5,24,45.83,0,0,0,0,1,26,21,8,253,32,19.46,242,104.55,0,0,0,16,14,58,42,10,406,38,12.69,345,117.68,0,0,0,26,17,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,166,98,6,3/32,6/98,3.54,16.33,27.67,0,0,26,24,1103,1123,27,4/19,4/19,6.11,41.59,40.85,0,0,58,58,1229,1590,76,4/23,4/23,7.76,20.92,16.17,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Andy McBrine,Ireland,"Apr 30, 1993 (29 years)",Northern Ireland,Bowler,--,--,--,--,--,14,--,https://www.cricbuzz.com/profiles/9667/andy-mcbrine,Scores/bat_9667.csv,Scores/bow_9667.csv,2,4,0,18,11,4.5,77,23.38,0,0,0,3,0,67,45,10,666,79,19.03,936,71.15,0,0,2,60,11,32,18,6,155,36,12.92,132,117.42,0,0,0,11,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,300,159,3,2/77,3/112,3.18,53.0,100.0,0,0,67,64,3281,2408,75,5/29,5/29,4.4,32.11,43.75,1,0,32,26,408,487,23,2/7,2/7,7.16,21.17,17.74,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Barry McCarthy,Ireland,"Sep 13, 1992 (30 years)",--,Bowler,--,--,--,--,--,--,100,https://www.cricbuzz.com/profiles/10451/barry-mccarthy,Scores/bat_10451.csv,Scores/bow_10451.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,38,26,6,162,18,8.1,285,56.84,0,0,0,13,1,35,22,9,187,32,14.38,157,119.11,0,0,0,13,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,1890,1819,61,5/46,5/46,5.77,29.82,30.98,1,0,35,35,737,1126,30,4/30,4/30,9.17,37.53,24.57,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Boyd Rankin,Ireland,"Jul 05, 1984 (38 years)",Londonderry,Bowler,6 ft 7 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/626/boyd-rankin,Scores/bat_626.csv,Scores/bow_626.csv,3,6,1,43,17,8.6,99,43.43,0,0,0,6,0,75,34,21,101,18,7.77,239,42.26,0,0,0,4,1,50,15,8,64,16,9.14,74,86.49,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,443,304,8,2/5,4/91,4.12,38.0,55.38,0,0,75,73,3708,2958,107,4/15,4/15,4.79,27.64,34.65,0,0,50,49,1068,1219,55,3/16,3/16,6.85,22.16,19.42,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Aaron Finch,Australia,"Nov 17, 1986 (36 years)","Colac, Victoria",Batsman,1.74 m,--,23,9,--,--,--,https://www.cricbuzz.com/profiles/1643/aaron-finch,Scores/bat_1643.csv,Scores/bow_1643.csv,5,10,0,278,62,27.8,618,44.98,0,0,2,30,1,146,142,3,5406,153,38.89,6163,87.72,17,0,30,533,129,103,103,12,3120,172,34.29,2189,142.53,2,0,19,309,125,92,90,6,2091,88,24.89,1631,128.2,0,0,15,214,78,5,1,12,8,0,0/8,0/8,4.0,0.0,0.0,0,0,146,21,284,259,4,1/2,1/2,5.47,64.75,71.0,0,0,103,2,12,27,0,0/9,0/9,13.5,0.0,0.0,0,0,92,5,43,67,1,1/11,1/11,9.35,67.0,43.0,0,0
Steven Smith,Australia,"Jun 02, 1989 (33 years)","Sydney, New South Wales",Batsman,--,2,6,--,--,--,--,https://www.cricbuzz.com/profiles/2250/steven-smith,Scores/bat_2250.csv,Scores/bow_2250.csv,89,157,20,8381,239,61.18,15439,54.28,29,4,36,916,45,139,124,15,4917,164,45.11,5610,87.65,12,0,29,431,47,63,51,11,1008,90,25.2,805,125.22,0,0,4,85,24,103,93,21,2485,101,34.51,1940,128.09,1,0,11,225,60,89,58,1435,990,18,3/18,4/83,4.14,55.0,79.72,0,0,139,40,1076,971,28,3/16,3/16,5.41,34.68,38.43,0,0,63,17,291,378,17,3/20,3/20,7.79,22.24,17.12,0,0,103,1,2,5,0,0/5,0/5,0.0,0.0,0.0,0,0
David Warner,Australia,"Oct 27, 1986 (36 years)","Paddington, New South Wales",Batsman,1.70 m,23,5,39,--,--,--,https://www.cricbuzz.com/profiles/1739/david-warner,Scores/bat_1739.csv,Scores/bow_1739.csv,98,179,8,7891,335,46.15,11079,71.22,24,2,34,936,62,141,139,5,6007,179,44.83,6306,95.26,19,0,27,638,92,99,99,11,2894,100,32.89,2048,141.31,1,0,24,296,105,162,162,22,5881,126,42.01,4180,140.69,4,0,55,578,215,98,19,342,269,4,2/45,2/45,4.72,67.25,85.50,0,0,141,1,6,8,0,0/8,0/8,8.0,0.0,0.0,0,0,99,-,-,-,-,-,-,-,-,-,-,-,162,1,1,2,0,0/2,0/2,0.0,0.0,0.0,0,0
Joe Burns,Australia,"Sep 06, 1989 (33 years)","Herston, Brisbane, Queensland",Batsman,--,73,--,--,--,--,--,https://www.cricbuzz.com/profiles/8121/joe-burns,Scores/bat_8121.csv,Scores/bow_8121.csv,23,40,1,1442,180,36.97,2557,56.39,4,0,7,183,14,6,6,0,146,69,24.33,184,79.35,0,0,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Pucovski,Australia,"Feb 02, 1998 (24 years)","Malvern, Victoria",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/12228/will-pucovski,Scores/bat_12228.csv,Scores/bow_12228.csv,1,2,0,72,62,36.0,126,57.14,0,0,1,6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Glenn Maxwell,Australia,"Oct 14, 1988 (34 years)","Kew, Melbourne, Victoria",Batting Allrounder,--,--,25,36,--,--,--,https://www.cricbuzz.com/profiles/7662/glenn-maxwell,Scores/bat_7662.csv,Scores/bow_7662.csv,7,14,1,339,104,26.08,570,59.47,1,0,0,33,7,127,116,14,3482,108,34.14,2786,124.98,2,0,23,332,128,98,90,14,2159,145,28.41,1430,150.98,3,0,10,176,106,110,106,15,2319,95,25.48,1507,153.88,0,0,13,197,127,7,9,462,341,8,4/127,4/127,4.43,42.62,57.75,0,0,127,100,3236,3007,60,4/46,4/46,5.58,50.12,53.93,0,0,98,66,865,1076,39,3/10,3/10,7.46,27.59,22.18,0,0,110,66,786,1080,28,2/15,2/15,8.24,38.57,28.07,0,0
Marcus Stoinis,Australia,"Aug 16, 1989 (33 years)",Perth,Batting Allrounder,--,--,77,40,--,--,--,https://www.cricbuzz.com/profiles/8989/marcus-stoinis,Scores/bat_8989.csv,Scores/bow_8989.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,57,52,7,1296,146,28.8,1399,92.64,1,0,6,109,44,51,42,15,803,78,29.74,545,147.34,0,0,2,69,35,67,59,18,1070,65,26.1,779,137.36,0,0,4,83,48,-,-,-,-,-,-,-,-,-,-,-,-,57,51,1656,1647,37,3/16,3/16,5.97,44.51,44.76,0,0,51,29,428,614,18,3/34,3/34,8.61,34.11,23.78,0,0,67,50,654,1048,34,4/15,4/15,9.61,30.82,19.24,0,0
Moises Henriques,Australia,"Feb 01, 1987 (35 years)","Funchal, Portugal",Batting Allrounder,1.87 m,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1437/moises-henriques,Scores/bat_1437.csv,Scores/bow_1437.csv,4,8,1,164,81,23.43,346,47.4,0,0,2,12,2,16,15,2,117,22,9.0,192,60.94,0,0,0,10,0,24,21,4,355,62,20.88,285,124.56,0,0,2,17,15,62,54,18,1000,74,27.78,788,126.9,0,0,5,87,28,4,4,330,164,2,1/48,1/48,2.98,82.0,165.0,0,0,16,12,402,347,8,3/32,3/32,5.18,43.38,50.25,0,0,24,10,138,194,7,3/22,3/22,8.43,27.71,19.71,0,0,62,60,950,1289,42,3/12,3/12,8.14,30.69,22.62,0,0
Marnus Labuschagne,Australia,"Jun 22, 1994 (28 years)","Klerksdorp, North West Province, South Africa",Batting Allrounder,--,1,69,--,--,--,--,https://www.cricbuzz.com/profiles/10182/marnus-labuschagne,Scores/bat_10182.csv,Scores/bow_10182.csv,30,51,2,3010,215,61.43,5403,55.71,10,2,13,324,10,27,26,1,804,108,32.16,951,84.54,1,0,6,50,1,1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,30,38,1140,702,13,3/45,5/119,3.69,54.00,87.69,0,0,27,9,185,197,2,2/19,2/19,6.39,98.5,92.5,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Travis Head,Australia,"Dec 29, 1993 (28 years)","Adelaide, South Australia",Batting Allrounder,--,13,30,--,--,--,--,https://www.cricbuzz.com/profiles/8497/travis-head,Scores/bat_8497.csv,Scores/bow_8497.csv,30,46,3,1875,175,43.6,3239,57.89,5,0,9,217,6,51,48,3,1823,152,40.51,1904,95.75,3,0,13,190,32,17,16,3,345,48,26.54,259,133.2,0,0,0,22,11,10,10,3,205,75,29.29,148,138.51,0,0,1,12,8,30,16,347,190,6,4/10,4/10,3.33,31.67,57.83,0,0,51,30,843,818,14,2/22,2/22,5.82,58.43,60.21,0,0,17,4,36,56,1,1/16,1/16,9.33,56.0,36.0,0,0,10,5,48,81,2,2/30,2/30,10.12,40.5,24.0,0,0
Michael Neser,Australia,"Mar 29, 1990 (32 years)","Pretoria, South Africa",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8130/michael-neser,Scores/bat_8130.csv,Scores/bow_8130.csv,2,3,1,46,35,23.00,55,83.64,0,0,0,6,1,2,2,0,8,6,4.0,16,50.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,2,144,61,2,1/28,2/61,2.54,30.5,72.0,0,0,2,2,100,120,2,2/46,2/46,7.2,60.0,50.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,24,62,0,0/62,0/62,15.5,0.0,0.0,0,0
Ashton Agar,Australia,"Oct 14, 1993 (29 years)","Melbourne, Victoria",Bowling Allrounder,--,--,--,--,--,85,26,https://www.cricbuzz.com/profiles/8508/ashton-agar,Scores/bat_8508.csv,Scores/bow_8508.csv,4,7,1,195,98,32.5,351,55.56,0,0,1,24,3,20,16,4,257,46,21.42,298,86.24,0,0,0,25,2,47,28,5,277,29,12.04,273,101.47,0,0,0,19,9,-,-,-,-,-,-,-,-,-,-,-,-,-,4,8,874,410,9,3/46,5/101,2.81,45.56,97.11,0,0,20,20,984,877,18,2/31,2/31,5.35,48.72,54.67,0,0,47,47,994,1073,48,6/30,6/30,6.48,22.35,20.71,2,0,-,-,-,-,-,-,-,-,-,-,-,-
Cameron Green,Australia,"Jun 03, 1999 (23 years)",--,Bowling Allrounder,--,41,--,--,77,--,--,https://www.cricbuzz.com/profiles/12225/cameron-green,Scores/bat_12225.csv,Scores/bow_12225.csv,16,22,1,732,84,34.86,1526,47.97,0,0,5,67,6,13,11,6,290,89,58.0,321,90.34,0,0,1,22,8,8,8,0,139,61,17.38,80,173.75,0,0,2,17,8,-,-,-,-,-,-,-,-,-,-,-,-,-,16,25,1324,594,17,3/21,4/66,2.7,34.94,77.88,0,0,13,13,384,322,11,5/33,5/33,5.03,29.27,34.91,1,0,8,7,120,178,5,2/16,2/16,8.9,35.6,24.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Daniel Sams,Australia,"Oct 27, 1992 (30 years)","Milperra, New South Wales",Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/13162/daniel-sams,Scores/bat_13162.csv,Scores/bow_13162.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,7,3,106,41,26.5,62,170.97,0,0,0,8,6,16,13,4,44,15,4.89,44,100.0,0,0,0,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,180,305,7,2/33,2/33,10.17,43.57,25.71,0,0,16,16,360,523,14,4/30,4/30,8.72,37.36,25.71,0,0
Sean Abbott,Australia,"Feb 29, 1992 (30 years)","Windsor, New South Wales",Bowling Allrounder,--,--,--,--,--,97,--,https://www.cricbuzz.com/profiles/8136/sean-abbott,Scores/bat_8136.csv,Scores/bow_8136.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,0,105,49,17.5,96,109.38,0,0,0,13,1,9,3,1,17,12,8.5,17,100.0,0,0,0,1,1,3,3,0,22,14,7.33,18,122.22,0,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,8,8,342,311,9,2/1,2/1,5.46,34.56,38.0,0,0,9,9,138,189,5,2/14,2/14,8.22,37.8,27.6,0,0,3,3,54,104,1,1/47,1/47,11.56,104.0,54.0,0,0
Alex Carey,Australia,"Aug 27, 1991 (31 years)","Loxton, South Australia",WK-Batsman,--,57,22,--,--,--,--,https://www.cricbuzz.com/profiles/9200/alex-carey,Scores/bat_9200.csv,Scores/bow_9200.csv,12,16,2,462,93,33.0,857,53.91,0,0,3,43,2,62,57,11,1629,106,35.41,1850,88.05,1,0,7,152,13,38,26,5,233,37,11.1,215,108.37,0,0,0,19,7,3,3,1,32,14,16.0,29,110.34,0,0,0,0,1,12,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
Matthew Wade,Australia,"Dec 26, 1987 (34 years)","Hobart, Tasmania",WK-Batsman,1.70 m,72,--,66,--,--,--,https://www.cricbuzz.com/profiles/1649/matthew-wade,Scores/bat_1649.csv,Scores/bow_1649.csv,36,63,9,1613,117,29.87,3203,50.36,4,0,5,175,12,97,83,12,1867,100,26.3,2288,81.6,1,0,11,129,34,75,57,16,1018,80,24.83,771,132.04,0,0,3,81,38,13,13,0,179,35,13.77,171,104.68,0,0,0,23,2,36,4,30,28,0,0/0,0/0,5.6,0.0,0.0,0,0,97,-,-,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-
Tim Paine,Australia,"Dec 08, 1984 (38 years)","Hobart, Tasmania",WK-Batsman,1.80 m,58,--,--,--,--,--,https://www.cricbuzz.com/profiles/1994/tim-paine,Scores/bat_1994.csv,Scores/bow_1994.csv,35,57,10,1535,92,32.66,3355,45.75,0,0,9,172,4,35,35,3,890,111,27.81,1257,70.8,1,0,5,96,6,12,9,1,82,25,10.25,77,106.49,0,0,0,7,3,2,2,0,10,8,5.0,26,38.46,0,0,0,0,0,35,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
Pat Cummins,Australia,"May 08, 1993 (29 years)","Westmead, Sydney",Bowler,1.92 m,--,--,--,1,17,46,https://www.cricbuzz.com/profiles/8095/pat-cummins,Scores/bat_8095.csv,Scores/bow_8095.csv,44,61,9,880,63,16.92,2156,40.82,0,0,2,88,18,75,47,15,324,36,10.12,438,73.97,0,0,0,23,5,50,23,11,116,21,9.67,94,123.4,0,0,0,6,6,42,31,11,379,66,18.95,249,152.21,0,0,3,24,26,44,82,9529,4345,202,6/23,10/62,2.74,21.51,47.17,7,1,75,75,3938,3424,124,5/70,5/70,5.22,27.61,31.76,1,0,50,50,1098,1350,55,3/15,3/15,7.38,24.55,19.96,0,0,42,42,953,1357,45,4/34,4/34,8.54,30.16,21.18,0,0
Nathan Lyon,Australia,"Nov 20, 1987 (35 years)","Young, New South Wales",Bowler,1.81 m,--,--,--,15,--,--,https://www.cricbuzz.com/profiles/7850/nathan-lyon,Scores/bat_7850.csv,Scores/bow_7850.csv,112,140,42,1247,47,12.72,2468,50.53,0,0,0,157,12,29,14,10,77,30,19.25,83,92.77,0,0,0,7,2,2,1,1,4,4,0.0,4,100.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,112,209,28972,14236,446,8/50,13/154,2.95,31.92,64.96,21,3,29,29,1626,1334,29,4/44,4/44,4.92,46.0,56.07,0,0,2,2,30,48,1,1/33,1/33,9.6,48.0,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mitchell Starc,Australia,"Jan 30, 1990 (32 years)","Baulkham Hills, Sydney, New South Wales",Bowler,1.96 m,--,--,--,10,3,44,https://www.cricbuzz.com/profiles/7710/mitchell-starc,Scores/bat_7710.csv,Scores/bow_7710.csv,73,104,22,1816,99,22.15,2814,64.53,0,0,10,176,44,107,60,22,469,52,12.34,545,86.06,0,0,1,34,12,58,19,9,94,14,9.4,93,101.08,0,0,0,4,2,27,12,5,96,29,13.71,98,97.96,0,0,0,10,0,73,138,14614,8045,291,6/50,11/94,3.3,27.65,50.22,13,2,107,107,5509,4671,211,6/28,6/28,5.09,22.14,26.11,8,0,58,58,1314,1673,73,4/20,4/20,7.64,22.92,18.0,0,0,27,26,580,693,34,4/15,4/15,7.17,20.38,17.06,0,0
Adam Zampa,Australia,"Mar 31, 1992 (30 years)","Shellharbour, New South Wales",Bowler,--,--,--,--,--,7,7,https://www.cricbuzz.com/profiles/8642/adam-zampa,Scores/bat_8642.csv,Scores/bow_8642.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,76,35,13,206,36,9.36,332,62.05,0,0,0,17,1,72,16,8,48,13,6.0,58,82.76,0,0,0,4,0,14,2,0,5,5,2.5,8,62.5,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,76,76,4014,3641,127,5/35,5/35,5.44,28.67,31.61,1,0,72,71,1541,1781,82,5/19,5/19,6.93,21.72,18.79,1,0,14,14,287,370,21,6/19,6/19,7.74,17.62,13.67,1,0
Josh Hazlewood,Australia,"Jan 08, 1991 (31 years)","Tamworth, New South Wales",Bowler,1.96 m,--,--,--,14,2,4,https://www.cricbuzz.com/profiles/6258/josh-hazlewood,Scores/bat_6258.csv,Scores/bow_6258.csv,58,70,33,445,39,12.03,990,44.95,0,0,0,62,2,69,23,19,81,23,20.25,104,77.88,0,0,0,8,1,41,7,5,22,13,11.0,14,157.14,0,0,0,2,1,24,5,5,18,7,0.0,26,69.23,0,0,0,1,0,58,109,12493,5678,217,6/67,9/115,2.73,26.17,57.57,9,0,69,68,3626,2766,108,6/52,6/52,4.58,25.61,33.57,3,0,41,41,922,1181,58,4/12,4/12,7.69,20.36,15.9,0,0,24,24,549,734,32,4/25,4/25,8.02,22.94,17.16,0,0
Andrew Tye,Australia,"Dec 12, 1986 (35 years)","Perth, Western Australia",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9617/andrew-tye,Scores/bat_9617.csv,Scores/bow_9617.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,3,57,19,14.25,48,118.75,0,0,0,5,2,32,15,7,83,20,10.38,76,109.21,0,0,0,5,4,30,13,4,91,25,10.11,76,119.74,0,0,0,6,5,-,-,-,-,-,-,-,-,-,-,-,-,7,7,387,392,12,5/46,5/46,6.08,32.67,32.25,1,0,32,31,683,997,47,4/23,4/23,8.76,21.21,14.53,0,0,30,30,684,979,42,5/17,5/17,8.59,23.31,16.29,1,0
James Pattinson,Australia,"May 03, 1990 (32 years)","Melbourne, Victoria",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/2283/james-pattinson,Scores/bat_2283.csv,Scores/bow_2283.csv,21,25,9,417,47,26.06,971,42.95,0,0,0,44,7,15,8,4,42,13,10.5,80,52.5,0,0,0,2,0,4,2,2,5,5,0.0,3,166.67,0,0,0,1,0,10,2,1,15,11,15.0,13,115.38,0,0,0,2,0,21,38,3963,2133,81,5/27,8/105,3.23,26.33,48.93,4,0,15,15,727,681,16,4/51,4/51,5.62,42.56,45.44,0,0,4,4,78,104,3,2/17,2/17,8.0,34.67,26.0,0,0,10,10,213,320,11,2/19,2/19,9.01,29.09,19.36,0,0
Mitchell Swepson,Australia,"Oct 04, 1993 (29 years)",--,Bowler,--,--,--,--,98,--,--,https://www.cricbuzz.com/profiles/10626/mitchell-swepson,Scores/bat_10626.csv,Scores/bow_10626.csv,4,5,1,28,15,7.0,54,51.85,0,0,0,3,0,3,1,0,2,2,2.0,2,100.0,0,0,0,0,0,8,5,5,32,14,0.0,23,139.13,0,0,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,4,7,892,458,10,3/55,5/89,3.08,45.8,89.2,0,0,3,3,158,161,3,2/53,2/53,6.11,53.67,52.67,0,0,8,8,150,204,11,3/12,3/12,8.16,18.55,13.64,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Tamim Iqbal,Bangladesh,"Mar 20, 1989 (33 years)",Chittagong,Batsman,--,42,14,--,--,--,--,https://www.cricbuzz.com/profiles/612/tamim-iqbal,Scores/bat_612.csv,Scores/bow_612.csv,69,132,2,5082,206,39.09,8751,58.07,10,1,31,651,40,231,229,11,8074,158,37.04,10265,78.66,14,0,55,890,101,78,78,5,1758,103,24.08,1500,117.2,1,0,7,189,45,-,-,-,-,-,-,-,-,-,-,-,-,-,69,5,30,20,0,0/1,0/1,4.0,0.0,0.0,0,0,231,2,6,13,0,0/6,0/6,13.0,0.0,0.0,0,0,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
